,Column,Year,Age,Sex,Participant,Casualty,Total
1347,1347,2009,45 - 54 years,Male,Pedal cyclists,Killed,1
1348,1348,2009,45 - 54 years,Male,Other road users,Injured,70
1349,1349,2009,45 - 54 years,Male,Other road users,Killed,2
1350,1350,2009,45 - 54 years,Male,Motor cyclists,Injured,49
1351,1351,2009,45 - 54 years,Male,Motor cyclists,Killed,0
1352,1352,2009,45 - 54 years,Male,Car passengers,Injured,61
1353,1353,2009,45 - 54 years,Male,Car passengers,Killed,2
1354,1354,2009,45 - 54 years,Male,Car drivers,Injured,227
1355,1355,2009,45 - 54 years,Male,Car drivers,Killed,2
1356,1356,2009,45 - 54 years,Female,Pedestrians,Injured,34
1357,1357,2009,45 - 54 years,Female,Pedestrians,Killed,1
1358,1358,2009,45 - 54 years,Female,Pedal cyclists,Injured,3
1359,1359,2009,45 - 54 years,Female,Pedal cyclists,Killed,0
1360,1360,2009,45 - 54 years,Female,Other road users,Injured,20
1361,1361,2009,45 - 54 years,Female,Other road users,Killed,0
1362,1362,2009,45 - 54 years,Female,Motor cyclists,Injured,6
1363,1363,2009,45 - 54 years,Female,Motor cyclists,Killed,0
1364,1364,2009,45 - 54 years,Female,Car passengers,Injured,115
1365,1365,2009,45 - 54 years,Female,Car passengers,Killed,0
1366,1366,2009,45 - 54 years,Female,Car drivers,Injured,259
1367,1367,2009,45 - 54 years,Female,Car drivers,Killed,8
1368,1368,2009,55 - 64 years,Male,Pedestrians,Injured,48
1369,1369,2009,55 - 64 years,Male,Pedestrians,Killed,7
1370,1370,2009,55 - 64 years,Male,Pedal cyclists,Injured,23
1371,1371,2009,55 - 64 years,Male,Pedal cyclists,Killed,0
1372,1372,2009,55 - 64 years,Male,Other road users,Injured,41
1373,1373,2009,55 - 64 years,Male,Other road users,Killed,2
1374,1374,2009,55 - 64 years,Male,Motor cyclists,Injured,13
1375,1375,2009,55 - 64 years,Male,Motor cyclists,Killed,2
1376,1376,2009,55 - 64 years,Male,Car passengers,Injured,35
1377,1377,2009,55 - 64 years,Male,Car passengers,Killed,1
1378,1378,2009,55 - 64 years,Male,Car drivers,Injured,161
1379,1379,2009,55 - 64 years,Male,Car drivers,Killed,5
1380,1380,2009,55 - 64 years,Female,Pedestrians,Injured,33
1381,1381,2009,55 - 64 years,Female,Pedestrians,Killed,0
1382,1382,2009,55 - 64 years,Female,Pedal cyclists,Injured,7
1383,1383,2009,55 - 64 years,Female,Pedal cyclists,Killed,0
1384,1384,2009,55 - 64 years,Female,Other road users,Injured,13
1385,1385,2009,55 - 64 years,Female,Other road users,Killed,1
1386,1386,2009,55 - 64 years,Female,Motor cyclists,Injured,2
1387,1387,2009,55 - 64 years,Female,Motor cyclists,Killed,0
1388,1388,2009,55 - 64 years,Female,Car passengers,Injured,89
1389,1389,2009,55 - 64 years,Female,Car passengers,Killed,1
1390,1390,2009,55 - 64 years,Female,Car drivers,Injured,145
1391,1391,2009,55 - 64 years,Female,Car drivers,Killed,3
1392,1392,2009,65 years and over,Male,Pedestrians,Injured,64
1393,1393,2009,65 years and over,Male,Pedestrians,Killed,3
1394,1394,2009,65 years and over,Male,Pedal cyclists,Injured,9
1395,1395,2009,65 years and over,Male,Pedal cyclists,Killed,1
1396,1396,2009,65 years and over,Male,Other road users,Injured,27
1397,1397,2009,65 years and over,Male,Other road users,Killed,1
1398,1398,2009,65 years and over,Male,Motor cyclists,Injured,5
1399,1399,2009,65 years and over,Male,Motor cyclists,Killed,1
1400,1400,2009,65 years and over,Male,Car passengers,Injured,31
1401,1401,2009,65 years and over,Male,Car passengers,Killed,0
1402,1402,2009,65 years and over,Male,Car drivers,Injured,168
1403,1403,2009,65 years and over,Male,Car drivers,Killed,8
1404,1404,2009,65 years and over,Female,Pedestrians,Injured,73
1405,1405,2009,65 years and over,Female,Pedestrians,Killed,7
1406,1406,2009,65 years and over,Female,Pedal cyclists,Injured,1
1407,1407,2009,65 years and over,Female,Pedal cyclists,Killed,0
1408,1408,2009,65 years and over,Female,Other road users,Injured,8
1409,1409,2009,65 years and over,Female,Other road users,Killed,0
1410,1410,2009,65 years and over,Female,Motor cyclists,Injured,0
1411,1411,2009,65 years and over,Female,Motor cyclists,Killed,0
1412,1412,2009,65 years and over,Female,Car passengers,Injured,103
1413,1413,2009,65 years and over,Female,Car passengers,Killed,1
1414,1414,2009,65 years and over,Female,Car drivers,Injured,128
1415,1415,2009,65 years and over,Female,Car drivers,Killed,4
1416,1416,2009,Age unknown,Male,Pedestrians,Injured,13
1417,1417,2009,Age unknown,Male,Pedestrians,Killed,0
1418,1418,2009,Age unknown,Male,Pedal cyclists,Injured,6
1419,1419,2009,Age unknown,Male,Pedal cyclists,Killed,0
1420,1420,2009,Age unknown,Male,Other road users,Injured,22
1421,1421,2009,Age unknown,Male,Other road users,Killed,0
1422,1422,2009,Age unknown,Male,Motor cyclists,Injured,17
1423,1423,2009,Age unknown,Male,Motor cyclists,Killed,0
1424,1424,2009,Age unknown,Male,Car passengers,Injured,18
1425,1425,2009,Age unknown,Male,Car passengers,Killed,0
1426,1426,2009,Age unknown,Male,Car drivers,Injured,89
1427,1427,2009,Age unknown,Male,Car drivers,Killed,0
1428,1428,2009,Age unknown,Female,Pedestrians,Injured,16
1429,1429,2009,Age unknown,Female,Pedestrians,Killed,0
1430,1430,2009,Age unknown,Female,Pedal cyclists,Injured,0
1431,1431,2009,Age unknown,Female,Pedal cyclists,Killed,0
1432,1432,2009,Age unknown,Female,Other road users,Injured,1
1433,1433,2009,Age unknown,Female,Other road users,Killed,0
1434,1434,2009,Age unknown,Female,Motor cyclists,Injured,0
1435,1435,2009,Age unknown,Female,Motor cyclists,Killed,0
1436,1436,2009,Age unknown,Female,Car passengers,Injured,10
1437,1437,2009,Age unknown,Female,Car passengers,Killed,0
1438,1438,2009,Age unknown,Female,Car drivers,Injured,57
1439,1439,2009,Age unknown,Female,Car drivers,Killed,0
1440,1440,2010,00 - 05 years,Male,Pedestrians,Injured,41
1441,1441,2010,00 - 05 years,Male,Pedestrians,Killed,3
1442,1442,2010,00 - 05 years,Male,Pedal cyclists,Injured,5
1443,1443,2010,00 - 05 years,Male,Pedal cyclists,Killed,0
1444,1444,2010,00 - 05 years,Male,Other road users,Injured,7
1445,1445,2010,00 - 05 years,Male,Other road users,Killed,0
1446,1446,2010,00 - 05 years,Male,Motor cyclists,Injured,0
1447,1447,2010,00 - 05 years,Male,Motor cyclists,Killed,0
1448,1448,2010,00 - 05 years,Male,Car passengers,Injured,68
1449,1449,2010,00 - 05 years,Male,Car passengers,Killed,0
1450,1450,2010,00 - 05 years,Male,Car drivers,Injured,0
1451,1451,2010,00 - 05 years,Male,Car drivers,Killed,0
1452,1452,2010,00 - 05 years,Female,Pedestrians,Injured,29
1453,1453,2010,00 - 05 years,Female,Pedestrians,Killed,0
1454,1454,2010,00 - 05 years,Female,Pedal cyclists,Injured,3
1455,1455,2010,00 - 05 years,Female,Pedal cyclists,Killed,0
1456,1456,2010,00 - 05 years,Female,Other road users,Injured,2
1457,1457,2010,00 - 05 years,Female,Other road users,Killed,0
1458,1458,2010,00 - 05 years,Female,Motor cyclists,Injured,0
1459,1459,2010,00 - 05 years,Female,Motor cyclists,Killed,0
1460,1460,2010,00 - 05 years,Female,Car passengers,Injured,75
1461,1461,2010,00 - 05 years,Female,Car passengers,Killed,0
1462,1462,2010,00 - 05 years,Female,Car drivers,Injured,0
1463,1463,2010,00 - 05 years,Female,Car drivers,Killed,0
1464,1464,2010,06 - 09 years,Male,Pedestrians,Injured,48
1465,1465,2010,06 - 09 years,Male,Pedestrians,Killed,0
1466,1466,2010,06 - 09 years,Male,Pedal cyclists,Injured,9
1467,1467,2010,06 - 09 years,Male,Pedal cyclists,Killed,0
1468,1468,2010,06 - 09 years,Male,Other road users,Injured,4
1469,1469,2010,06 - 09 years,Male,Other road users,Killed,0
1470,1470,2010,06 - 09 years,Male,Motor cyclists,Injured,0
1471,1471,2010,06 - 09 years,Male,Motor cyclists,Killed,0
1472,1472,2010,06 - 09 years,Male,Car passengers,Injured,46
1473,1473,2010,06 - 09 years,Male,Car passengers,Killed,2
1474,1474,2010,06 - 09 years,Male,Car drivers,Injured,0
1475,1475,2010,06 - 09 years,Male,Car drivers,Killed,0
1476,1476,2010,06 - 09 years,Female,Pedestrians,Injured,29
1477,1477,2010,06 - 09 years,Female,Pedestrians,Killed,0
1478,1478,2010,06 - 09 years,Female,Pedal cyclists,Injured,1
1479,1479,2010,06 - 09 years,Female,Pedal cyclists,Killed,0
1480,1480,2010,06 - 09 years,Female,Other road users,Injured,1
1481,1481,2010,06 - 09 years,Female,Other road users,Killed,0
1482,1482,2010,06 - 09 years,Female,Motor cyclists,Injured,0
1483,1483,2010,06 - 09 years,Female,Motor cyclists,Killed,0
1484,1484,2010,06 - 09 years,Female,Car passengers,Injured,51
1485,1485,2010,06 - 09 years,Female,Car passengers,Killed,0
1486,1486,2010,06 - 09 years,Female,Car drivers,Injured,0
1487,1487,2010,06 - 09 years,Female,Car drivers,Killed,0
1488,1488,2010,10 - 14 years,Male,Pedestrians,Injured,53
1489,1489,2010,10 - 14 years,Male,Pedestrians,Killed,0
1490,1490,2010,10 - 14 years,Male,Pedal cyclists,Injured,28
1491,1491,2010,10 - 14 years,Male,Pedal cyclists,Killed,0
1492,1492,2010,10 - 14 years,Male,Other road users,Injured,5
1493,1493,2010,10 - 14 years,Male,Other road users,Killed,0
1494,1494,2010,10 - 14 years,Male,Motor cyclists,Injured,3
1495,1495,2010,10 - 14 years,Male,Motor cyclists,Killed,0
1496,1496,2010,10 - 14 years,Male,Car passengers,Injured,69
1497,1497,2010,10 - 14 years,Male,Car passengers,Killed,0
1498,1498,2010,10 - 14 years,Male,Car drivers,Injured,1
1499,1499,2010,10 - 14 years,Male,Car drivers,Killed,0
1500,1500,2010,10 - 14 years,Female,Pedestrians,Injured,39
1501,1501,2010,10 - 14 years,Female,Pedestrians,Killed,1
1502,1502,2010,10 - 14 years,Female,Pedal cyclists,Injured,7
1503,1503,2010,10 - 14 years,Female,Pedal cyclists,Killed,0
1504,1504,2010,10 - 14 years,Female,Other road users,Injured,3
1505,1505,2010,10 - 14 years,Female,Other road users,Killed,0
1506,1506,2010,10 - 14 years,Female,Motor cyclists,Injured,0
1507,1507,2010,10 - 14 years,Female,Motor cyclists,Killed,0
1508,1508,2010,10 - 14 years,Female,Car passengers,Injured,71
1509,1509,2010,10 - 14 years,Female,Car passengers,Killed,0
1510,1510,2010,10 - 14 years,Female,Car drivers,Injured,0
1511,1511,2010,10 - 14 years,Female,Car drivers,Killed,0
1512,1512,2010,15 - 17 years,Male,Pedestrians,Injured,26
1513,1513,2010,15 - 17 years,Male,Pedestrians,Killed,0
1514,1514,2010,15 - 17 years,Male,Pedal cyclists,Injured,14
1515,1515,2010,15 - 17 years,Male,Pedal cyclists,Killed,0
1516,1516,2010,15 - 17 years,Male,Other road users,Injured,31
1517,1517,2010,15 - 17 years,Male,Other road users,Killed,0
1518,1518,2010,15 - 17 years,Male,Motor cyclists,Injured,16
1519,1519,2010,15 - 17 years,Male,Motor cyclists,Killed,0
1520,1520,2010,15 - 17 years,Male,Car passengers,Injured,90
1521,1521,2010,15 - 17 years,Male,Car passengers,Killed,2
1522,1522,2010,15 - 17 years,Male,Car drivers,Injured,45
1523,1523,2010,15 - 17 years,Male,Car drivers,Killed,2
1524,1524,2010,15 - 17 years,Female,Pedestrians,Injured,31
1525,1525,2010,15 - 17 years,Female,Pedestrians,Killed,0
1526,1526,2010,15 - 17 years,Female,Pedal cyclists,Injured,3
1527,1527,2010,15 - 17 years,Female,Pedal cyclists,Killed,0
1528,1528,2010,15 - 17 years,Female,Other road users,Injured,7
1529,1529,2010,15 - 17 years,Female,Other road users,Killed,0
1530,1530,2010,15 - 17 years,Female,Motor cyclists,Injured,1
1531,1531,2010,15 - 17 years,Female,Motor cyclists,Killed,0
1532,1532,2010,15 - 17 years,Female,Car passengers,Injured,83
1533,1533,2010,15 - 17 years,Female,Car passengers,Killed,3
1534,1534,2010,15 - 17 years,Female,Car drivers,Injured,20
1535,1535,2010,15 - 17 years,Female,Car drivers,Killed,0
1536,1536,2010,18 - 20 years,Male,Pedestrians,Injured,32
1537,1537,2010,18 - 20 years,Male,Pedestrians,Killed,0
1538,1538,2010,18 - 20 years,Male,Pedal cyclists,Injured,6
1539,1539,2010,18 - 20 years,Male,Pedal cyclists,Killed,0
1540,1540,2010,18 - 20 years,Male,Other road users,Injured,47
1541,1541,2010,18 - 20 years,Male,Other road users,Killed,1
1542,1542,2010,18 - 20 years,Male,Motor cyclists,Injured,22
1543,1543,2010,18 - 20 years,Male,Motor cyclists,Killed,2
1544,1544,2010,18 - 20 years,Male,Car passengers,Injured,179
1545,1545,2010,18 - 20 years,Male,Car passengers,Killed,8
1546,1546,2010,18 - 20 years,Male,Car drivers,Injured,197
1547,1547,2010,18 - 20 years,Male,Car drivers,Killed,6
1548,1548,2010,18 - 20 years,Female,Pedestrians,Injured,29
1549,1549,2010,18 - 20 years,Female,Pedestrians,Killed,0
1550,1550,2010,18 - 20 years,Female,Pedal cyclists,Injured,5
1551,1551,2010,18 - 20 years,Female,Pedal cyclists,Killed,0
1552,1552,2010,18 - 20 years,Female,Other road users,Injured,13
1553,1553,2010,18 - 20 years,Female,Other road users,Killed,0
1554,1554,2010,18 - 20 years,Female,Motor cyclists,Injured,2
1555,1555,2010,18 - 20 years,Female,Motor cyclists,Killed,0
1556,1556,2010,18 - 20 years,Female,Car passengers,Injured,153
1557,1557,2010,18 - 20 years,Female,Car passengers,Killed,2
1558,1558,2010,18 - 20 years,Female,Car drivers,Injured,137
1559,1559,2010,18 - 20 years,Female,Car drivers,Killed,2
1560,1560,2010,21 - 24 years,Male,Pedestrians,Injured,39
1561,1561,2010,21 - 24 years,Male,Pedestrians,Killed,5
1562,1562,2010,21 - 24 years,Male,Pedal cyclists,Injured,14
1563,1563,2010,21 - 24 years,Male,Pedal cyclists,Killed,0
1564,1564,2010,21 - 24 years,Male,Other road users,Injured,52
1565,1565,2010,21 - 24 years,Male,Other road users,Killed,1
1566,1566,2010,21 - 24 years,Male,Motor cyclists,Injured,47
1567,1567,2010,21 - 24 years,Male,Motor cyclists,Killed,4
1568,1568,2010,21 - 24 years,Male,Car passengers,Injured,140
1569,1569,2010,21 - 24 years,Male,Car passengers,Killed,9
1570,1570,2010,21 - 24 years,Male,Car drivers,Injured,195
1571,1571,2010,21 - 24 years,Male,Car drivers,Killed,10
1572,1572,2010,21 - 24 years,Female,Pedestrians,Injured,25
1573,1573,2010,21 - 24 years,Female,Pedestrians,Killed,1
1574,1574,2010,21 - 24 years,Female,Pedal cyclists,Injured,3
1575,1575,2010,21 - 24 years,Female,Pedal cyclists,Killed,0
1576,1576,2010,21 - 24 years,Female,Other road users,Injured,16
1577,1577,2010,21 - 24 years,Female,Other road users,Killed,0
1578,1578,2010,21 - 24 years,Female,Motor cyclists,Injured,3
1579,1579,2010,21 - 24 years,Female,Motor cyclists,Killed,0
1580,1580,2010,21 - 24 years,Female,Car passengers,Injured,117
1581,1581,2010,21 - 24 years,Female,Car passengers,Killed,2
1582,1582,2010,21 - 24 years,Female,Car drivers,Injured,186
1583,1583,2010,21 - 24 years,Female,Car drivers,Killed,2
1584,1584,2010,25 - 34 years,Male,Pedestrians,Injured,84
1585,1585,2010,25 - 34 years,Male,Pedestrians,Killed,3
1586,1586,2010,25 - 34 years,Male,Pedal cyclists,Injured,68
1587,1587,2010,25 - 34 years,Male,Pedal cyclists,Killed,0
1588,1588,2010,25 - 34 years,Male,Other road users,Injured,148
1589,1589,2010,25 - 34 years,Male,Other road users,Killed,5
1590,1590,2010,25 - 34 years,Male,Motor cyclists,Injured,124
1591,1591,2010,25 - 34 years,Male,Motor cyclists,Killed,6
1592,1592,2010,25 - 34 years,Male,Car passengers,Injured,200
1593,1593,2010,25 - 34 years,Male,Car passengers,Killed,8
1594,1594,2010,25 - 34 years,Male,Car drivers,Injured,443
1595,1595,2010,25 - 34 years,Male,Car drivers,Killed,19
1596,1596,2010,25 - 34 years,Female,Pedestrians,Injured,46
1597,1597,2010,25 - 34 years,Female,Pedestrians,Killed,0
1598,1598,2010,25 - 34 years,Female,Pedal cyclists,Injured,39
1599,1599,2010,25 - 34 years,Female,Pedal cyclists,Killed,0
1600,1600,2010,25 - 34 years,Female,Other road users,Injured,27
1601,1601,2010,25 - 34 years,Female,Other road users,Killed,0
1602,1602,2010,25 - 34 years,Female,Motor cyclists,Injured,11
1603,1603,2010,25 - 34 years,Female,Motor cyclists,Killed,1
1604,1604,2010,25 - 34 years,Female,Car passengers,Injured,215
1605,1605,2010,25 - 34 years,Female,Car passengers,Killed,2
1606,1606,2010,25 - 34 years,Female,Car drivers,Injured,451
1607,1607,2010,25 - 34 years,Female,Car drivers,Killed,4
1608,1608,2010,35 - 44 years,Male,Pedestrians,Injured,55
1609,1609,2010,35 - 44 years,Male,Pedestrians,Killed,6
1610,1610,2010,35 - 44 years,Male,Pedal cyclists,Injured,54
1611,1611,2010,35 - 44 years,Male,Pedal cyclists,Killed,0
1612,1612,2010,35 - 44 years,Male,Other road users,Injured,123
1613,1613,2010,35 - 44 years,Male,Other road users,Killed,3
1614,1614,2010,35 - 44 years,Male,Motor cyclists,Injured,63
1615,1615,2010,35 - 44 years,Male,Motor cyclists,Killed,4
1616,1616,2010,35 - 44 years,Male,Car passengers,Injured,90
1617,1617,2010,35 - 44 years,Male,Car passengers,Killed,2
1618,1618,2010,35 - 44 years,Male,Car drivers,Injured,308
1619,1619,2010,35 - 44 years,Male,Car drivers,Killed,6
1620,1620,2010,35 - 44 years,Female,Pedestrians,Injured,35
1621,1621,2010,35 - 44 years,Female,Pedestrians,Killed,1
1622,1622,2010,35 - 44 years,Female,Pedal cyclists,Injured,18
1623,1623,2010,35 - 44 years,Female,Pedal cyclists,Killed,0
1624,1624,2010,35 - 44 years,Female,Other road users,Injured,21
1625,1625,2010,35 - 44 years,Female,Other road users,Killed,0
1626,1626,2010,35 - 44 years,Female,Motor cyclists,Injured,6
1627,1627,2010,35 - 44 years,Female,Motor cyclists,Killed,0
1628,1628,2010,35 - 44 years,Female,Car passengers,Injured,94
1629,1629,2010,35 - 44 years,Female,Car passengers,Killed,2
1630,1630,2010,35 - 44 years,Female,Car drivers,Injured,364
1631,1631,2010,35 - 44 years,Female,Car drivers,Killed,2
1632,1632,2010,45 - 54 years,Male,Pedestrians,Injured,40
1633,1633,2010,45 - 54 years,Male,Pedestrians,Killed,6
1634,1634,2010,45 - 54 years,Male,Pedal cyclists,Injured,42
1635,1635,2010,45 - 54 years,Male,Pedal cyclists,Killed,1
1636,1636,2010,45 - 54 years,Male,Other road users,Injured,71
1637,1637,2010,45 - 54 years,Male,Other road users,Killed,1
1638,1638,2010,45 - 54 years,Male,Motor cyclists,Injured,42
1639,1639,2010,45 - 54 years,Male,Motor cyclists,Killed,0
1640,1640,2010,45 - 54 years,Male,Car passengers,Injured,55
1641,1641,2010,45 - 54 years,Male,Car passengers,Killed,2
1642,1642,2010,45 - 54 years,Male,Car drivers,Injured,200
1643,1643,2010,45 - 54 years,Male,Car drivers,Killed,2
1644,1644,2010,45 - 54 years,Female,Pedestrians,Injured,29
1645,1645,2010,45 - 54 years,Female,Pedestrians,Killed,1
1646,1646,2010,45 - 54 years,Female,Pedal cyclists,Injured,9
1647,1647,2010,45 - 54 years,Female,Pedal cyclists,Killed,0
1648,1648,2010,45 - 54 years,Female,Other road users,Injured,16
1649,1649,2010,45 - 54 years,Female,Other road users,Killed,1
1650,1650,2010,45 - 54 years,Female,Motor cyclists,Injured,4
1651,1651,2010,45 - 54 years,Female,Motor cyclists,Killed,0
1652,1652,2010,45 - 54 years,Female,Car passengers,Injured,103
1653,1653,2010,45 - 54 years,Female,Car passengers,Killed,0
1654,1654,2010,45 - 54 years,Female,Car drivers,Injured,224
1655,1655,2010,45 - 54 years,Female,Car drivers,Killed,4
1656,1656,2010,55 - 64 years,Male,Pedestrians,Injured,44
1657,1657,2010,55 - 64 years,Male,Pedestrians,Killed,3
1658,1658,2010,55 - 64 years,Male,Pedal cyclists,Injured,26
1659,1659,2010,55 - 64 years,Male,Pedal cyclists,Killed,0
1660,1660,2010,55 - 64 years,Male,Other road users,Injured,46
1661,1661,2010,55 - 64 years,Male,Other road users,Killed,4
1662,1662,2010,55 - 64 years,Male,Motor cyclists,Injured,20
1663,1663,2010,55 - 64 years,Male,Motor cyclists,Killed,0
1664,1664,2010,55 - 64 years,Male,Car passengers,Injured,33
1665,1665,2010,55 - 64 years,Male,Car passengers,Killed,0
1666,1666,2010,55 - 64 years,Male,Car drivers,Injured,132
1667,1667,2010,55 - 64 years,Male,Car drivers,Killed,3
1668,1668,2010,55 - 64 years,Female,Pedestrians,Injured,44
1669,1669,2010,55 - 64 years,Female,Pedestrians,Killed,4
1670,1670,2010,55 - 64 years,Female,Pedal cyclists,Injured,6
1671,1671,2010,55 - 64 years,Female,Pedal cyclists,Killed,1
1672,1672,2010,55 - 64 years,Female,Other road users,Injured,10
1673,1673,2010,55 - 64 years,Female,Other road users,Killed,0
1674,1674,2010,55 - 64 years,Female,Motor cyclists,Injured,0
1675,1675,2010,55 - 64 years,Female,Motor cyclists,Killed,0
1676,1676,2010,55 - 64 years,Female,Car passengers,Injured,93
1677,1677,2010,55 - 64 years,Female,Car passengers,Killed,0
1678,1678,2010,55 - 64 years,Female,Car drivers,Injured,138
1679,1679,2010,55 - 64 years,Female,Car drivers,Killed,2
1680,1680,2010,65 years and over,Male,Pedestrians,Injured,40
1681,1681,2010,65 years and over,Male,Pedestrians,Killed,6
1682,1682,2010,65 years and over,Male,Pedal cyclists,Injured,14
1683,1683,2010,65 years and over,Male,Pedal cyclists,Killed,3
1684,1684,2010,65 years and over,Male,Other road users,Injured,17
1685,1685,2010,65 years and over,Male,Other road users,Killed,0
1686,1686,2010,65 years and over,Male,Motor cyclists,Injured,4
1687,1687,2010,65 years and over,Male,Motor cyclists,Killed,0
1688,1688,2010,65 years and over,Male,Car passengers,Injured,29
1689,1689,2010,65 years and over,Male,Car passengers,Killed,1
1690,1690,2010,65 years and over,Male,Car drivers,Injured,174
1691,1691,2010,65 years and over,Male,Car drivers,Killed,12
1692,1692,2010,65 years and over,Female,Pedestrians,Injured,52
1693,1693,2010,65 years and over,Female,Pedestrians,Killed,4
1694,1694,2010,65 years and over,Female,Pedal cyclists,Injured,0
1695,1695,2010,65 years and over,Female,Pedal cyclists,Killed,0
1696,1696,2010,65 years and over,Female,Other road users,Injured,6
1697,1697,2010,65 years and over,Female,Other road users,Killed,0
1698,1698,2010,65 years and over,Female,Motor cyclists,Injured,0
1699,1699,2010,65 years and over,Female,Motor cyclists,Killed,0
1700,1700,2010,65 years and over,Female,Car passengers,Injured,96
1701,1701,2010,65 years and over,Female,Car passengers,Killed,1
1702,1702,2010,65 years and over,Female,Car drivers,Injured,112
1703,1703,2010,65 years and over,Female,Car drivers,Killed,3
1704,1704,2010,Age unknown,Male,Pedestrians,Injured,10
1705,1705,2010,Age unknown,Male,Pedestrians,Killed,0
1706,1706,2010,Age unknown,Male,Pedal cyclists,Injured,7
1707,1707,2010,Age unknown,Male,Pedal cyclists,Killed,0
1708,1708,2010,Age unknown,Male,Other road users,Injured,3
1709,1709,2010,Age unknown,Male,Other road users,Killed,0
1710,1710,2010,Age unknown,Male,Motor cyclists,Injured,3
1711,1711,2010,Age unknown,Male,Motor cyclists,Killed,0
1712,1712,2010,Age unknown,Male,Car passengers,Injured,12
1713,1713,2010,Age unknown,Male,Car passengers,Killed,0
1714,1714,2010,Age unknown,Male,Car drivers,Injured,7
1715,1715,2010,Age unknown,Male,Car drivers,Killed,0
1716,1716,2010,Age unknown,Female,Pedestrians,Injured,6
1717,1717,2010,Age unknown,Female,Pedestrians,Killed,0
1718,1718,2010,Age unknown,Female,Pedal cyclists,Injured,0
1719,1719,2010,Age unknown,Female,Pedal cyclists,Killed,0
1720,1720,2010,Age unknown,Female,Other road users,Injured,2
1721,1721,2010,Age unknown,Female,Other road users,Killed,0
1722,1722,2010,Age unknown,Female,Motor cyclists,Injured,0
1723,1723,2010,Age unknown,Female,Motor cyclists,Killed,0
1724,1724,2010,Age unknown,Female,Car passengers,Injured,11
1725,1725,2010,Age unknown,Female,Car passengers,Killed,0
1726,1726,2010,Age unknown,Female,Car drivers,Injured,7
1727,1727,2010,Age unknown,Female,Car drivers,Killed,0
1728,1728,2011,00 - 05 years,Male,Pedestrians,Injured,43
1729,1729,2011,00 - 05 years,Male,Pedestrians,Killed,7
1730,1730,2011,00 - 05 years,Male,Pedal cyclists,Injured,42
1731,1731,2011,00 - 05 years,Male,Pedal cyclists,Killed,48
1732,1732,2011,00 - 05 years,Male,Other road users,Injured,20
1733,1733,2011,00 - 05 years,Male,Other road users,Killed,51
1734,1734,2011,00 - 05 years,Male,Motor cyclists,Injured,51
1735,1735,2011,00 - 05 years,Male,Motor cyclists,Killed,50
1736,1736,2011,00 - 05 years,Male,Car passengers,Injured,45
1737,1737,2011,00 - 05 years,Male,Car passengers,Killed,39
1738,1738,2011,00 - 05 years,Male,Car drivers,Injured,39
1739,1739,2011,00 - 05 years,Male,Car drivers,Killed,99
1740,1740,2011,00 - 05 years,Female,Pedestrians,Injured,2
1741,1741,2011,00 - 05 years,Female,Pedestrians,Killed,0
1742,1742,2011,00 - 05 years,Female,Pedal cyclists,Injured,3
1743,1743,2011,00 - 05 years,Female,Pedal cyclists,Killed,9
1744,1744,2011,00 - 05 years,Female,Other road users,Injured,0
1745,1745,2011,00 - 05 years,Female,Other road users,Killed,2
1746,1746,2011,00 - 05 years,Female,Motor cyclists,Injured,1
1747,1747,2011,00 - 05 years,Female,Motor cyclists,Killed,3
1748,1748,2011,00 - 05 years,Female,Car passengers,Injured,1
1749,1749,2011,00 - 05 years,Female,Car passengers,Killed,5
1750,1750,2011,00 - 05 years,Female,Car drivers,Injured,0
1751,1751,2011,00 - 05 years,Female,Car drivers,Killed,7
1752,1752,2011,06 - 09 years,Male,Pedestrians,Injured,22
1753,1753,2011,06 - 09 years,Male,Pedestrians,Killed,5
1754,1754,2011,06 - 09 years,Male,Pedal cyclists,Injured,13
1755,1755,2011,06 - 09 years,Male,Pedal cyclists,Killed,13
1756,1756,2011,06 - 09 years,Male,Other road users,Injured,14
1757,1757,2011,06 - 09 years,Male,Other road users,Killed,21
1758,1758,2011,06 - 09 years,Male,Motor cyclists,Injured,25
1759,1759,2011,06 - 09 years,Male,Motor cyclists,Killed,44
1760,1760,2011,06 - 09 years,Male,Car passengers,Injured,18
1761,1761,2011,06 - 09 years,Male,Car passengers,Killed,50
1762,1762,2011,06 - 09 years,Male,Car drivers,Injured,3
1763,1763,2011,06 - 09 years,Male,Car drivers,Killed,61
1764,1764,2011,06 - 09 years,Female,Pedestrians,Injured,2
1765,1765,2011,06 - 09 years,Female,Pedestrians,Killed,0
1766,1766,2011,06 - 09 years,Female,Pedal cyclists,Injured,1
1767,1767,2011,06 - 09 years,Female,Pedal cyclists,Killed,0
1768,1768,2011,06 - 09 years,Female,Other road users,Injured,0
1769,1769,2011,06 - 09 years,Female,Other road users,Killed,1
1770,1770,2011,06 - 09 years,Female,Motor cyclists,Injured,0
1771,1771,2011,06 - 09 years,Female,Motor cyclists,Killed,0
1772,1772,2011,06 - 09 years,Female,Car passengers,Injured,1
1773,1773,2011,06 - 09 years,Female,Car passengers,Killed,2
1774,1774,2011,06 - 09 years,Female,Car drivers,Injured,1
1775,1775,2011,06 - 09 years,Female,Car drivers,Killed,1
1776,1776,2011,10 - 14 years,Male,Pedestrians,Injured,28
1777,1777,2011,10 - 14 years,Male,Pedestrians,Killed,4
